id	donor	grade	gradeIdx	pdef	name	addName	mode	clearDesc
11397	7865	A	4	49	Apella Brigandine Gloves		add	1
11398	7866	A	4	49	Apella Brigandine Boots		add	1
11399	2416	S	5	83	Apella Brigandine Helmet		add	0
11400	7864	S	5	249	Apella Brigandine		add	1
11401	7865	S	5	55	Apella Brigandine Gloves		add	1
11402	7866	S	5	55	Apella Brigandine Boots		add	1
11403	41	A	4	73	Apella Doublet Helmet		add	0
7867	7867	A	4	147	Apella Doublet		update	1
11404	7868	A	4	49	Apella Doublet Gloves		add	1
11405	7869	A	4	49	Apella Doublet Boots		add	1
11406	41	S	5	83	Apella Doublet Helmet		add	0
11407	7867	S	5	166	Apella Doublet		add	1
11408	7868	S	5	55	Apella Doublet Gloves		add	1
11409	7869	S	5	55	Apella Doublet Boots		add	1
