id	donor	grade	gradeIdx	pAtk	mAtk	class	glow	name
12925	8681	S	5	361	137	BIGBLUNT_P	005t	Behemoth's Tuning Fork
8682	8682	A	4			DAGGER_P	002t	Naga Storm
12926	8682	S	5	260	137	DAGGER_P	002t	Naga Storm
8683	8683	A	4			POLE	002t	Tiphon's Spear
12927	8683	S	5	297	137	POLE	002t	Tiphon's Spear
8684	8684	A	4			BOW	008t	Shyeed's Bow
12928	8684	S	5	614	137	BOW	008t	Shyeed's Bow
8685	8685	A	4			DUALFIST	001t	Sobekk's Hurricane
12929	8685	S	5	361	137	DUALFIST	001t	Sobekk's Hurricane
8686	8686	A	4			SWORD_M	004t	Themis' Tongue
12930	8686	S	5	238	182	SWORD_M	004t	Themis' Tongue
8687	8687	A	4			BLUNT_M	007t	Cabrio's Hand
12931	8687	S	5	238	182	BLUNT_M	007t	Cabrio's Hand
8688	8688	A	4			BIGBLUNT_M	005t	Daimon Crystal
12932	8688	S	5	290	182	BIGBLUNT_M	005t	Daimon Crystal
8938	8938	A	4			DUAL	006t	Damascus * Tallum Blade
12933	8938	S	5	361	137	DUAL	006t	Damascus * Tallum Blade
9136	9136	C	2			SWORD_P	004t	Sword of Valakas (1-Handed)
12934	9136	B	3	194	99	SWORD_P	004t	Sword of Valakas (1-Handed)
12935	9136	A	4	258	121	SWORD_P	004t	Sword of Valakas (1-Handed)
12936	9136	S	5	297	137	SWORD_P	004t	Sword of Valakas (1-Handed)
9137	9137	D	1			BIGSWORD	004t	Sword of Valakas (2-Handed)
12937	9137	C	2	190	83	BIGSWORD	004t	Sword of Valakas (2-Handed)
12938	9137	B	3	236	99	BIGSWORD	004t	Sword of Valakas (2-Handed)
12939	9137	A	4	305	121	BIGSWORD	004t	Sword of Valakas (2-Handed)
12940	9137	S	5	361	137	BIGSWORD	004t	Sword of Valakas (2-Handed)
9140	9140	NG	0			BOW	008t	Salvation Bow
